gene,mean_coef,std_coef,pathway
EIF4H,0.0472630312539755,0.00364946825020697,Oxidative phosphorylation
PCGF1,0.0478150049693498,0.00161029652826765,Oxidative phosphorylation
PGP,0.0480538869633708,0.00296396965407555,Oxidative phosphorylation
DNAAF5,0.0493464776296228,0.00842286678790434,Oxidative phosphorylation
BMPR1A,0.0502729762433999,0.002707912158381,Oxidative phosphorylation
CSNK2B,0.0534507760563253,0.00618266672624264,Oxidative phosphorylation
SIRT7,0.0555241490401787,0.00117271364743538,Oxidative phosphorylation
EWSR1,0.0579225043004487,0.0121168203058964,Oxidative phosphorylation
SLC39A10,0.0583670941995249,0.00426830128828854,Oxidative phosphorylation
MIEF1,0.0591615075834992,0.010596997183747,Oxidative phosphorylation
RNF20,0.0616734087418347,0.000681999448809584,Oxidative phosphorylation
ACD,0.0642138428677485,0.00381843409986531,Oxidative phosphorylation
FBXW9,0.0687671481461708,0.00571877573757451,Oxidative phosphorylation
CELF1,0.0746800334222594,0.00474189983098402,Oxidative phosphorylation
THEM5,0.0763285524298326,0.00762600535878179,Oxidative phosphorylation
CR1L,0.0772646061666326,0.0154076664650345,Oxidative phosphorylation
B4GALNT2,0.0842319143252171,0.0145045579713273,Oxidative phosphorylation
AATK,0.0858293252733401,0.0143178640802079,Oxidative phosphorylation
ZSWIM8,0.0998998693362359,0.00701490666994253,Oxidative phosphorylation
SRRD,0.133691894207967,0.00187059230852577,Oxidative phosphorylation
TIMM44,0.134709823871322,0.00498204539373386,Oxidative phosphorylation
