StrippedCellLineName,Cancer_Type,mean_zscore,OXPHOS_state,EFR3A,MRPL58,EP300,ITGAV,TAFAZZIN,DNM1L,COQ4,NDUFC2,MICOS10,RAB6A,MYH9,TIPARP,CFLAR,SPTSSA,NDUFS1,SNAP23,RRAGC,ARHGEF7,CDK6,TRAF2,NCKAP1,STAMBP,COASY,ZFP36L1,ENO1,NDUFB8,FERMT2,APC,ARID1A,BRAF,CREBBP,FAT1,KMT2D,KRAS,NF1,PIK3CA,PTEN,TP53
HARA,Non-SmallCellLungCancer,0.428337710430036,OXPHOS_high,0.28796569096519,0.63349330359267,0.246518447731242,0.116998960145345,0.884568406874845,0.104903914538774,0.844787875639217,0.839867831982872,0.81042786570941,0.274677307324725,0.465577495283259,0.901145942073352,0.0670092520227765,0.907231825732594,0.708990636146149,0.996510975341343,0.593004770251306,0.396551089686418,0.94364833600818,0.242888865537222,0.0025394303271361,0.151463906040055,0.570408180708123,0.422393587662179,0.945971109472992,0.500966331031217,0.240957625417422,0,0,0,0,0,0,0,0,0,0,1
HCA1,CervicalAdenocarcinoma,-0.859773752361483,OXPHOS_low,0.0256545120899703,0.357322272014907,0.0816496627678211,0.0385581616226618,0.459201409907572,0.151029473939128,0.458570401296089,0.408356422698895,0.321836397321703,0.560241386732124,0.249014498308199,0.201986078505429,0.855564123921618,0.124233531743076,0.575731057770241,0.965424915909083,0.348388246655255,0.0919250289298505,0.84509023124044,0.300450689638963,0.0813230500690073,0.313406303847037,0.0854983746891046,0.172616413314311,0.205868530926286,0.299278038694296,0.135744687345654,1,0,0,0,0,0,0,0,0,0,1
HCC1143,InvasiveBreastCarcinoma,-0.557708277769157,OXPHOS_low,0.179405339943189,0.166409735225665,0.0639676855440377,0.0673703261717166,0.972017191461958,0.331178376904419,0.88359331371151,0.697159432254337,0.145241921021312,0.740003384416665,0.8442684229179,0.101845131853372,0.916275381278575,0.441780346279999,0.602809397041647,0.788479264269054,0.0654598452905649,0.0089075444338558,0.0386561858675152,0.979495721115777,0.314634370448247,0.737686340580951,0.742812367840388,0.0330371760289378,0.0068999844118915,0.332891666683074,0.145424900655748,0,0,0,0,0,0,0,0,0,0,1
HCC1187,InvasiveBreastCarcinoma,-0.350054622331368,OXPHOS_low,0.0231327541333605,0.23836632705655,0.339801788203663,0.0340168663367553,0.220314622936155,0.833391850370796,0.970746426385655,0.877304455659392,0.811319964924859,0.328232960533933,0.115896261199956,0.0367302617294152,0.0290258629806662,0.432979450156471,0.819852541878166,0.986440844928458,0.508452945770084,0.265465516560853,0.0692610321598291,0.5805364472291,0.344173661939642,0.0530429888418216,0.254071795572739,0.109252375064878,0.800619277286286,0.880982245852093,0.245693522734904,0,0,0,0,0,0,0,0,0,0,0
HCC1359,Non-SmallCellLungCancer,-0.0996492857326608,0,0.0579268026843509,0.245411670836491,0.0742073844449104,0.987261184108885,0.330543265447344,0.593715000993024,0.260440944198531,0.0732350415148035,0.0852971002406876,0.0866576390446745,0.980751866546008,0.751757299878595,0.626606122960857,0.163250020517692,0.0837302184717947,0.164955280799885,0.372660997933176,0.0186227319185415,0.385872329880562,0.13909575034665,0.0884444149777096,0.217592452580908,0.047810288146335,0.217824460827593,0.754227874133905,0.179427674710957,0.996216760895053,0,0,0,0,0,0,0,1,0,0,0
HCC1395,InvasiveBreastCarcinoma,0.160299563813749,OXPHOS_high,0.129471237215145,0.672260379596215,0.398156188272961,0.732919351728864,0.289295397266478,0.965005642038593,0.439690114601907,0.677970188436312,0.871801821030123,0.429178621542133,0.967205454381905,0.0985214826509507,0.585898880094201,0.664038243505254,0.173426187736927,0.892430991563343,0.0779872829543345,0.286274019121817,0.92345685918362,0.960445934389106,0.22313924581798,0.167388070680189,0.970785099854518,0.54188166801755,0.0413997642815999,0.484396288846963,0.970872961385783,0,0,0,0,0,0,0,0,0,0,1
HCC1419,InvasiveBreastCarcinoma,0.286656890119574,OXPHOS_high,0.107982099249072,0.943804789503431,0.981474003757764,0.410737335799673,0.150242305130851,0.964578518041053,0.948799915701847,0.944371001996469,0.846997938426828,0.927208747985848,0.761075159658242,0.162143696255512,0.106810514258225,0.0764894262932376,0.841275948170677,0.263570073015543,0.277040912881146,0.274487845330837,0.350823247935487,0.337127204833141,0.166326508934363,0.349203443108766,0.983129580835186,0.018855940946889,0.0226784141026686,0.976447954889345,0.0740251326498576,0,0,0,0,0,0,0,0,0,0,1
HCC1428,InvasiveBreastCarcinoma,0.607157760452281,OXPHOS_high,0.0201260727560016,0.783228754155364,0.895366231332806,0.543863977704256,0.125009617638019,0.999999953272542,0.959109418289212,0.732002717327763,0.977869166994065,0.0595625231430698,0.197155938620202,0.601295626766632,0.915635448691974,0.0764848858084182,0.909335123078287,0.142634347061167,0.911209641646195,0.0172109867513063,0.0583496720122404,0.0641927292179478,0.160727675575595,0.266653999131672,0.854806992831323,0.209120279044104,0.515399492131205,0.86044559313753,0.111045409748235,0,0,0,0,0,0,0,0,0,0,0
HCC15,Non-SmallCellLungCancer,0.12383021280012,0,0.0396574479824737,0.137002966876655,0.0733172694752365,0.599407498317947,0.117915997593896,0.0396549291873511,0.267187269113211,0.0691401714499869,0.30476338806651,0.110634147778986,0.0841850539547397,0.0299684849472203,0.536860838631883,0.789017773776331,0.0118247740791324,0.620701254342631,0.0144637542242175,0.250634893367475,0.0198137356880646,0.484523039907193,0.0409381576586514,0.120396311484611,0.414463113313338,0.0073446215407335,0.0429856600731057,0.0411013966369453,0.164652486694773,0,0,0,0,0,0,0,0,0,0,1
HCC1806,BreastDuctalCarcinomaInSitu,-1.10357161200555,OXPHOS_low,0.859909460291424,0.428108279351108,0.0015739593279565,0.10062325161135,0.0613626186483106,0.51863898556288,0.266028201004752,0.399872961596985,0.809742849991277,0.293283734745531,0.967339158277282,0.531397737174832,0.967304958547352,0.469646042459109,0.189706381517337,0.994572973000642,0.464135403390096,0.395425031202855,0.400166857208323,0.998449782510284,0.0589615997732127,0.999986600924469,0.477007690924104,0.0906894634735205,0.859420328087673,0.314517338295983,0.0529785404298472,0,0,0,0,0,0,0,0,0,0,1
HCC1937,InvasiveBreastCarcinoma,0.471902692874511,OXPHOS_high,0.783189751981548,0.529151181148652,0.333246596337356,0.178700092778148,0.466648694956252,0.920801349698811,0.778769201146513,0.708316724542893,0.420755212687342,0.774269113860705,0.477725529475324,0.724080320713834,0.994603026695464,0.19425420397928,0.552336426858513,0.821797669432506,0.495521356440023,0.644375322473571,0.0508234119130035,0.565229557144508,0.872802016269212,0.511501877569246,0.545368144930439,0.404021616908476,0.47283631444928,0.363868224955795,0.446887966762709,0,0,0,0,0,0,0,0,0,0,1
HCC1954,BreastDuctalCarcinomaInSitu,0.285388508456679,OXPHOS_high,0.211492678267457,0.205520002017765,0.112505164794632,0.951147836864117,0.331338583082928,0.151864832849767,0.60881398306604,0.28220216261637,0.929701408061101,0.906909969762755,0.651637894217379,0.487177951831243,0.799051849311327,0.297979524463977,0.122977236905889,0.574139006145343,0.0647305865604436,0.457806959026133,0.121457486458002,0.19174862236176,0.190441998327942,0.999661053267381,0.556171868942046,0.0987993628280998,0.876670105818566,0.178401263595266,0.524212262431351,0,0,0,0,0,0,0,0,1,0,1
HCC202,BreastDuctalCarcinomaInSitu,0.245605434193813,OXPHOS_high,0.0476690681476972,0.383237872664512,0.778727694457083,0.903693313035429,0.580260014589573,0.21721301028869,0.866124887182857,0.811196677647007,0.322220745056438,0.138071614229805,0.285600236647051,0.0665189807076941,0.548665092758838,0.0710731039848761,0.781934389528812,0.723896406216074,0.224318263982688,0.0204586597426992,0.488557129252209,0.270271195562995,0.182230395895619,0.726440781409537,0.290748600663286,0.0262955901277273,0.0518657402709075,0.736490190038766,0.827394387779166,0,0,0,0,1,0,0,0,1,0,1
HCC2429,Non-SmallCellLungCancer,0.186565858511593,OXPHOS_high,0.046620844722946,0.760512043945994,0.936933409929315,0.583898272131338,0.75749784164403,0.280931620656364,0.459553358322323,0.623704763085885,0.591670963449504,0.813215694845168,0.114680256268097,0.008752391042752,0.896979800340455,0.144015792619938,0.572658458857564,0.0910092808540339,0.0403420437546759,0.0586038001736368,0.0161547895318765,0.0506856867115599,0.733134872465925,0.126303053819613,0.690639507929001,0.0048952542547185,0.283138368278044,0.357290826955728,0.162319900933853,0,0,0,0,0,0,0,0,0,0,0
HCC2450,Non-SmallCellLungCancer,-0.142533734339653,OXPHOS_low,0.0998984925325899,0.899732718419861,0.0019772624538933,0.964518969566691,0.232277569643336,0.967092238264238,0.740141232704008,0.855309008430968,0.627352935353761,0.828372731400808,0.76013445698385,0.0926934199294663,0.979943352730091,0.846845226271336,0.913779471386193,0.988097606944841,0.903980356001485,0.604880090953387,0.018976439376431,0.260955045090742,0.448127500206683,0.905084314515837,0.210693386892469,0.79323136327628,0.405469688029176,0.618969602626962,0.3924510462217,0,1,0,0,0,0,0,0,0,0,1
HCC2935,Non-SmallCellLungCancer,-0.0783848050616673,0,0.006662191162423,0.480108034635222,0.0010302839225938,0.879345934744369,0.807252101597788,0.964667627458601,0.68562482599644,0.277054646753765,0.0665440349336916,0.0475992729169795,0.999811151952479,0.677563479515343,0.295126815667053,0.0509484166370986,0.672337912468081,0.700990251837094,0.674145454221327,0.645379852456505,0.863518865428264,0.005470173052519,0.0160175960808371,0.079779187362719,0.14987215575087,0.565658252871593,0.9297315863081,0.373924301191312,0.97669113396771,1,0,0,0,0,0,0,0,0,0,1
HCC366,Non-SmallCellLungCancer,0.21064941784046,OXPHOS_high,0.0526292231852774,0.286956223422128,0.0605435756138819,0.240058400399476,0.13056096422468,0.458757010159521,0.767888691097634,0.149574168501389,0.0695315144723264,0.0614788719573062,0.98445134920481,0.221543984348221,0.948897682770742,0.841177915838422,0.0446454708044048,0.0777150458396485,0.150706056543486,0.552756284715619,0.744106866596834,0.522758350807474,0.339286305741102,0.409975174642547,0.307022711333194,0.82960823865388,0.021963554258753,0.246657587423063,0.799610819645734,0,0,0,0,0,0,0,0,0,0,1
HCC38,InvasiveBreastCarcinoma,0.0450257745056856,0,0.405550057196692,0.0735675810000723,0.484488908469734,0.476781558816692,0.0179910251599892,0.299414437848707,0.251042339339728,0.0506414659422041,0.0561739741142853,0.0408558798196672,0.186018735948884,0.0569099065459362,0.413334225799771,0.60229271868484,0.0645999189693484,1,0.325402029419247,0.0290108944074411,0.559931557617371,0.685421495615696,0.143729315989196,0.106108021831289,0.500176454921262,0.921382734840281,0.138576167114008,0.0272849707680291,0.614571748921903,0,0,0,0,0,0,0,0,0,0,1
HCC44,Non-SmallCellLungCancer,-1.18463373844778,OXPHOS_low,0.703379939304396,0.874373076136763,0.0036923873332912,0.904676500470693,0.220215701704097,0.799128331613455,0.807986962295705,0.7400673257631,0.0563058374191485,0.269233230346932,0.969563568312443,0.39080177047816,0.923301635501979,0.510966248566377,0.814553317874507,0.158553272231081,0.877006884126793,0.0479388193602972,0.0563418796679184,0.748411992078858,0.551069970438186,0.257828814808625,0.706663730143572,0.158254128841823,0.8635151127796,0.499382344068582,0.852888032767789,0,0,0,0,0,0,1,0,0,0,1
HCC461,Non-SmallCellLungCancer,-0.202068128549013,OXPHOS_low,0.91552061995573,0.25575924921484,0.0016791462745523,0.981387857172985,0.141623177976157,0.188136541373525,0.323694660800647,0.63860929102271,0.0869217884254286,0.95369452325617,0.978608573508386,0.581233245109207,0.539267407651837,0.859710529608635,0.400435429562866,0.973677005048532,0.576097405620303,0.0082044970067156,0.993108598989686,0.382373798510872,0.882492940891161,0.396807146569246,0.754810351065885,0.998914799670673,0.859517628312314,0.267102279398427,0.97440642317176,0,0,0,0,0,0,1,0,0,1,1
HCC515,Non-SmallCellLungCancer,-0.0581694680937463,0,0.102867540140742,0.371061069519269,0.149925151546555,0.737132789279666,0.866528177523327,0.661804576919408,0.240367679014195,0.148711210984741,0.0304977105417272,0.0127389753074069,0.560977867825917,0.395262939144291,0.210059798067399,0.129340134400652,0.0636980476114695,0.270250808639307,0.0837527411785399,0.793232478806157,0.0964529132063958,0.679513347883376,0.36935661559145,0.0763137800005909,0.844055340421775,0.271787571297362,0.915126287964436,0.111980672597224,0.902562891146139,0,0,0,0,0,0,1,0,0,0,0
HCC56,ColorectalAdenocarcinoma,-0.121834519252083,OXPHOS_low,0.699083117328279,0.879877140871754,0.0056762027229773,0.21178059134775,0.0987693623030118,0.888093980929552,0.800593287259496,0.908734527877633,0.437499575633068,0.980509639750142,0.531782638329952,0.242618552927503,0.993737199230841,0.188142957304623,0.990880475031679,0.994833757438547,0.463149693989877,0.047895043270475,0.255514894416585,0.0452386981742637,0.868422257339846,0.161834115687532,0.0883648394681793,0.0022003182455871,0.787856024951486,0.939628757642134,0.124087283528944,0,0,0,0,0,0,1,0,0,0,1
HCC70,InvasiveBreastCarcinoma,-0.110164776707402,OXPHOS_low,0.504408164361007,0.0457380569922436,0.0679559203084564,0.0302224818350743,0.254959992939693,0.847671476750534,0.402642051666315,0.120989927343558,0.939501265566688,0.540039533596348,0.627289485500758,0.0048615876855439,1,0.220289014403293,0.106169811331915,0.777652845894307,0.260831726633118,0.216764589828957,0.0205725387810696,0.941829468253927,0.132436873598986,0.954567161865488,0.494581718491499,0.137736589412006,0.13587157369837,0.122160125616807,0.0775470701680176,0,0,0,0,0,0,0,0,0,1,1
HCC78,Non-SmallCellLungCancer,0.142658963401219,0,0.0678512985390429,0.768463019433806,0.159242376035249,0.0313409823140735,0.901571558213838,0.961826056172033,0.850017036272336,0.580000289059326,0.935542992000236,0.76602963220027,0.973119702711958,0.825170289750965,0.987845672243667,0.621205412204451,0.254073747320159,0.586727656799399,0.5848372840807,0.839904764512498,0.551179192251144,0.130052882281234,0.184656209431894,0.17872474015287,0.450558471527534,0.124549110777318,0.647800065721244,0.372553565430539,0.570518141676422,0,0,0,1,0,0,0,0,0,0,1
HCC827,Non-SmallCellLungCancer,-0.209993359335415,OXPHOS_low,0.526165675732344,0.686819914411068,0.0441691647371194,0.116755951770297,0.419119453742113,0.515874898806866,0.911886093289252,0.798603153747748,0.268654602383987,0.986982947511803,0.996224281485209,0.904053776662074,0.991210640987611,0.125950484133028,0.648022044805455,0.973599083982917,0.619556064785718,0.749731360409207,0.0486198856973925,0.144709121193563,0.0009604718546462,0.977972058741305,0.874953758146518,0.206586556640146,0.788664747507594,0.343304585130067,0.189896077718118,0,0,0,0,0,0,0,0,0,0,0
HCC827GR5,Non-SmallCellLungCancer,-0.102711212840231,0,0.653640310888524,0.857967316234991,0.0843511517736585,0.133414156072656,0.6365429560025,0.396043621184647,0.970879590011756,0.852739170870486,0.450768945059475,0.978409728871116,0.117523631175703,0.975909270367866,0.999471603888952,0.193696282146332,0.891001159040386,0.988940999305856,0.398054712215325,0.974822604892841,0.0334382475929949,0.0947606912462584,0.0330648180165818,0.487049588530417,0.936057863983502,0.17342438761306,0.384788730085124,0.957986043471065,0.0990652087550525,0,0,0,0,0,0,0,0,0,0,0
HCC95,Non-SmallCellLungCancer,0.072794157419195,0,0.0778760136292564,0.559575231082742,2.69953045930413e-06,0.168873999488814,0.351503736581631,0.977947851259865,0.952423085283496,0.754197344539896,0.0118913403447629,0.945949479870973,0.0835100743891342,0.905443887050745,0.0641082236478089,0.431727480210133,0.468215757845284,0.974549420564751,0.0970725975156227,0.253384012884435,0.76045099257314,0.123198960703669,0.274481051147661,0.980042194562956,0.362976865349298,0.658254995575411,0.18263717295932,0.468476763481754,0.372934647527236,0,0,0,0,0,0,0,0,0,0,1
HCT116,ColorectalAdenocarcinoma,0.107281756578313,0,0.295987256946769,0.300523999700765,0.116871099096516,0.176792205746851,0.102055770180045,0.0313370918146284,0.407250084867301,0.185275549287982,0.339119057167852,0.780003201601904,0.594396874256403,0.0401573185224533,0.675082258024108,0.380789671100368,0.204426937545756,1,0.0454222389501613,0.259844023304136,0.216863826580255,0.20126519781675,0.274443630307172,0.379180299980182,0.438372013954741,0.0757366865877609,0.582415193476726,0.284785848617785,0.388931335357114,0,0,0,0,0,1,1,0,1,0,0
HCT15,ColorectalAdenocarcinoma,0.305095358518022,OXPHOS_high,0.0140725592294303,0.877029135912747,0.289391366359529,0.379618952501537,0.998615700591252,0.965562789796666,0.954190236254416,0.894657155720838,0.94128120953325,0.596978909178368,0.765773442806525,0.287049525735783,0.697979225033611,0.675404901700779,0.935849022138335,0.770992132297241,0.128286046130364,0.221398689860035,0.0412032064751114,0.866763278601495,0.318659277749619,0.171655408096735,0.894381002009437,0.305561762971363,0.937174362471896,0.619390724254116,0.0089665152120829,1,0,0,0,0,0,1,0,1,0,1
HEYA8,OvarianEpithelialTumor,-0.0168090867760205,0,0.0559951706733085,0.0449558277424399,0.334579290172704,0.886047571861469,0.0604590735740106,0.609912281854045,0.276497764505755,0.355519601281965,0.201503640487074,0.247260234939863,0.88685360995732,0.984330212845128,0.973450508856721,0.838222565088202,0.195631650804705,0.999999156333971,0.634856116312947,0.727395399595343,0.918670240109015,0.0311658656304141,0.261273914257679,0.472546268317945,0.62864786137961,0.965622117321358,0.93341449276919,0.0520447902088957,0.94993479069156,0,0,0,0,0,0,1,0,0,0,0
HMC18,InvasiveBreastCarcinoma,0.0266002129555317,0,0.112553631464204,0.477680893979432,0.145257425083014,0.639932401337271,0.225027103871248,0.99615486744742,0.714360006435976,0.891268434955838,0.970814354396008,0.0163015923932753,0.107571716404967,0.0951221558278847,0.970438282196646,0.0133780101455586,0.85009400269703,0.740412482172144,0.271320891767618,0.0063422632420576,0.0562515746022311,0.125291511375915,0.592796738352697,0.807446856120123,0.620807289545887,0.277762182743215,0.591721495377723,0.553481712413174,0.362059548919277,0,0,0,0,0,0,1,0,0,0,1
HMY1,Melanoma,0.691247583600917,OXPHOS_high,0.0205751011681965,0.146397005498408,0.157001447766749,0.918235226025979,0.728324717698964,0.85196910322957,0.181802970937838,0.419621482868069,0.227919273563054,0.18989924713555,0.0160358151407125,0.0707141948348779,0.753343320328863,0.198115023423643,0.248987907108076,0.0829276845573527,0.125131074970955,0.0408994352608627,0.0399740898750014,0.962465276292132,0.0257958326674081,0.0682643282781655,0.563097362780279,0.0129957266470105,0.773207237578271,0.228485163520313,0.972398545464898,0,0,1,0,0,0,0,0,0,0,0
HO1U1,HeadandNeckSquamousCellCarcinoma,0.317279849147688,OXPHOS_high,0.979446970444034,0.286721502506007,0.148357947052445,0.0414660401001162,0.157039248370708,0.958827773752336,0.886415002037194,0.756816228973764,0.0466104709745375,0.13184928887657,0.780606966178918,0.496631865248877,0.0614282812490927,0.285314801064983,0.582411772615928,0.997045053126623,0.043292755065323,0.6080864128785,0.634197468559271,0.0812181926217859,0.0235662978962142,0.889003972901473,0.586518986755952,0.023765217843491,0.582304302691839,0.467460446929831,0.0948881790840273,0,0,0,0,1,0,0,0,0,0,1
HOP62,Non-SmallCellLungCancer,0.0152697942284669,0,0.270957744490928,0.640246147128033,0.0009845355283963,0.963877850285365,0.878666479966554,0.231478050111168,0.781209884010562,0.709357401985476,0.358456402766088,0.052204019642665,0.869776717349846,0.832597579904168,0.782020517873645,0.867783449652099,0.337078763910423,0.241583209846615,0.170796676478669,0.148629311598162,0.532040308072052,0.825868525758789,0.622847684370838,0.244519025500149,0.122202738001989,0.519019533481319,0.199812848530532,0.602278048155612,0.979327788536554,0,0,0,0,0,0,1,0,0,0,0
HPAFII,PancreaticAdenocarcinoma,-0.27190605186462,OXPHOS_low,0.973276259742482,0.487799964549874,0.0151889302669425,0.0050652644550582,0.200237154162662,0.657942221862887,0.149066732767519,0.379848781546557,0.878656813977884,0.375834912236085,0.788291866811388,0.666729784536425,0.98100460978049,0.255433327768344,0.755039251995915,0.991947687165016,0.716337933566436,0.827204403450182,0.97192730677185,0.258693129188016,0.821228396006696,0.529364471786881,0.0391452268547791,0.0220280358560675,0.746306451779863,0.486001064249974,0.0184716952757798,0,0,0,0,0,0,1,0,0,0,1
HS578T,InvasiveBreastCarcinoma,-0.457684214205516,OXPHOS_low,0.287237154064239,0.456958913855945,0.623507156516755,0.873446970526087,0.277274648447782,0.945973738347921,0.529157968224862,0.555092968556715,0.61874679224199,0.0055500264159159,0.11236196496577,0.171664393479661,0.225227383104569,0.18148572525562,0.281621713631812,0.721693258321522,0.0869238966221959,0.234900901427549,0.704876951275159,0.0424500414183379,0.621077564037135,0.267536667672236,0.21900171552869,0.0506874552142417,0.533404679781297,0.447924321368155,0.959600695433123,0,0,0,0,0,0,0,0,0,0,1
HS683,DiffuseGlioma,-0.00595439546574574,0,0.852483406996131,0.35127097071002,0.0924398059683651,0.958562775066493,0.0559987024082932,0.268155597486203,0.220137980479077,0.289125955823694,0.161878756869671,0.288353064124777,0.993954807811527,0.957712785529553,0.476110643895023,0.299005607219995,0.0786873318384177,0.020894557154956,0.202043217665551,0.0534271751159154,0.747668558146655,0.0643212248800863,0.454242123834494,0.941289283810425,0.424157585091925,0.678258459441515,0.086138036619442,0.172335374464482,0.990018067713577,0,0,0,0,0,0,0,0,0,0,1
HS695T,Melanoma,-0.19540182718682,OXPHOS_low,0.0356112064538547,0.488600173668701,0.024046295251048,0.827341048060877,0.125221690346114,0.231695224447743,0.587915611315385,0.705491667728244,0.177406335447455,0.20476819692695,0.28467752723209,0.307467603374746,0.445016566076661,0.68275758661374,0.587759900517564,0.108247045953191,0.24632436870472,0.0337946765323145,0.96066999604638,0.344243428851485,0.804770200011652,0.207534466104406,0.219626376137067,0.037082445129066,0.441039720220603,0.567942673700495,0.967712238518856,0,0,1,0,0,0,0,1,0,0,0
HS766T,PancreaticAdenocarcinoma,0.207210380308118,OXPHOS_high,0.0065617336381151,0.0862336580264165,0.0149970221456957,0.965264011282495,0.534618347933048,0.542006996382576,0.216298979519643,0.446244133245288,0.709487173163622,0.736100799887441,0.926312852630938,0.384340643739076,0.941720405864367,0.190051148083381,0.034816409014237,0.439737318941609,0.373556114193794,0.932934286966808,0.974397070454987,0.368241343854316,0.911226994164693,0.635465388871872,0.809446159386073,0.318401430059461,0.860360872124868,0.0466676752749915,0.148085875888696,0,1,0,0,0,0,1,0,0,0,0
HS852T,Melanoma,0.443774202898508,OXPHOS_high,0.100498206105329,0.172419169835001,0.0889973293306853,0.955992150058666,0.454575902161018,0.900042087246653,0.201979591542199,0.666414538972541,0.35361286076408,0.0170259752084424,0.933492203628305,0.0156863844843813,0.0656386767173662,0.184139998935302,0.1152745241366,0.147269556556815,0.0158837206953074,0.0395328546433544,0.158898241899922,0.0169926834139482,0.333014088646962,0.164781331942174,0.131709795714197,0.0923637068064499,0.251778176663689,0.103233472133503,0.966044417423619,0,0,0,1,0,0,0,0,0,0,0
HS936T,Melanoma,0.874853664842524,OXPHOS_high,0.0838564259258106,0.325486534728197,0.84837691533758,0.978066842789326,0.0757917245687864,0.35761056884441,0.466635309042331,0.443546214478256,0.855447619576405,0.0254273948774644,0.0379109531855258,0.0127196408578659,0.0343648068404446,0.0809614098532015,0.118360436766393,0.701280211857841,0.0749120319748107,0.0575897545066835,0.434451619204913,0.024675955306526,0.46395093685624,0.281838173032041,0.271101472898635,0.0167343532226097,0.0388210949079336,0.40673509326573,0.992297199318461,0,0,0,0,0,0,0,0,0,0,0
HS944T,Melanoma,0.105281363066302,0,0.12281838807493,0.64276685528492,0.0529055028488728,0.963104694324776,0.618090256078491,0.858667073334168,0.71338143145117,0.552220700811198,0.258014933438615,0.0810760859695374,0.829121785569859,0.0012871400149831,0.749426300180084,0.165648908043088,0.268736463671685,0.787797053910729,0.200901482006807,0.0184994268441114,0.910505526683712,0.540890879129056,0.622787905851621,0.185082814274988,0.819853725119752,0.197037521583497,0.839022249301278,0.354831615011605,0.993779627943225,0,0,0,0,0,0,0,0,0,1,1
HSC2,HeadandNeckSquamousCellCarcinoma,-1.13686169046488,OXPHOS_low,0.955707118982907,0.365203833853455,0.508713868820046,0.152342931721629,0.041546773266991,0.208137088214208,0.199281052762931,0.398486031016042,0.133729406273272,0.915167820038763,0.55522956444436,0.838573679470161,0.0895286078890556,0.365680193538405,0.199137030050041,0.985710918883327,0.719217246043156,0.951338128518975,0.985904256881806,0.825576399079702,0.250989802068682,0.205503970857411,0.0491564835136213,0.327349751776117,0.987268343569151,0.216491756660048,0.21457670001573,0,0,0,0,0,0,0,0,1,0,0
HSC3,HeadandNeckSquamousCellCarcinoma,-0.116230022265097,OXPHOS_low,0.95924313401147,0.183863723818569,0.0199812239768293,0.0330329537021919,0.094598517105872,0.284024352906553,0.514860317654161,0.261542882007579,0.0197639854221149,0.760292261216421,0.984186952519067,0.835389144606266,0.0433384435341371,0.570955542529212,0.0113070218005851,0.668598913887191,0.26711699067846,0.975447349415173,0.961531317495082,0.510307904913832,0.419879961901264,0.470475606671811,0.168362100418338,0.456600482458396,0.618966463429184,0.0678902456120637,0.228054069569412,0,0,0,0,1,0,0,0,0,0,1
HSC4,HeadandNeckSquamousCellCarcinoma,-0.631258397274147,OXPHOS_low,0.948850747925505,0.896336998953735,0.017673940971915,0.0051820380442062,0.653708146805917,0.918875902513317,0.949757621575901,0.665752014582894,0.0460248079825874,0.719736271014477,0.948514101355111,0.157539075528476,0.0616964766757921,0.457655757256185,0.233570635308706,0.200932683763163,0.887457817663112,0.833143792571604,0.732364270637476,0.905914759499871,0.422437354962758,0.949755116404032,0.202070372161772,0.698782705339457,0.906362003478706,0.33378140469914,0.0251675916256948,0,0,0,0,0,0,0,0,1,0,1
HSQ89,HeadandNeckSquamousCellCarcinoma,0.493198662367446,OXPHOS_high,0.240073727758049,0.974772221976886,0.0020284310548323,0.253860604356211,0.94075516055303,0.94830742396626,0.991494776184946,0.992036388957732,0.0702123217641521,0.955305687567885,0.0942184281662522,0.0187899394539506,0.0290841954684891,0.136157826060406,0.968283596241707,0.991778502053311,0.272842593320314,0.0854743809376405,0.730949394862913,0.0219842038871357,0.230375329268343,0.129309475977928,0.775347059332466,0.0031749649552457,0.858052938681891,0.980616379430128,0.0808837159250437,1,0,0,0,0,0,0,0,0,0,1
HT115,ColorectalAdenocarcinoma,0.355621720909449,OXPHOS_high,0.993104535962395,0.519078999013466,0.000233998995425,0.51520586460078,0.462640879962872,0.656741727777936,0.844249807334822,0.395996600089408,0.195669012387262,0.982451687176153,0.878261064487293,0.454558039955912,0.615253539250593,0.0425507873542887,0.379886380325143,0.985324880047123,0.387721340440335,0.391043800551082,0.296085302427633,0.0353728083592592,0.422330520595084,0.95627371076774,0.907987616781412,0.218709690761402,0.309261458182657,0.150942215698615,0.0648618401598791,1,0,0,0,0,0,0,1,1,0,1
HT144,Melanoma,0.125479517051481,0,0.0539027829292538,0.644417722841118,0.127601631218994,0.0488989216456774,0.646205558023786,0.90071465250369,0.958702488426661,0.937166411747662,0.723152098036093,0.0187949916199093,0.0032832743151975,0.0018462034597388,0.0694094406307432,0.295593556181225,0.648913117638002,0.779395191600672,0.015848987703445,0.0069331996267822,0.418041574344749,0.102037888946681,0.189591033096185,0.95373601630996,0.977428527859928,0.0172828211116778,0.502281560917999,0.697895223213399,0.164132709357891,0,0,1,0,0,0,0,0,0,0,0
HT144SKINFV1,Melanoma,-0.184505411654787,OXPHOS_low,0.209719015328881,0.816577781083282,0.0106397824603411,0.410327402034228,0.327077809397746,0.617588638843437,0.711649767533237,0.88543826478734,0.219706323740801,0.275842264525885,0.814553958705068,0.320765614017029,0.413708279347396,0.867404578415681,0.282198599838901,0.254658770117088,0.122156499439567,0.0998067144053107,0.305449099762579,0.416674609025503,0.368953418903998,0.413734896286322,0.619813196306975,0.118150751015949,0.768147836907612,0.690852122726869,0.666238321684785,0,0,1,0,0,0,0,0,0,0,0
